Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2018,Norfolk,MA,Passenger,1,0,1,41,42,2.38
July 31 2024,Williamson,TX,Passenger,1,0,1,51,52,1.92
June 30 2024,Lewis,WA,Truck,17,0,17,25655,25672,0.07
December 31 2017,Shelby,TN,Passenger,0,1,1,108,109,0.92
April 30 2024,Marion,OR,Passenger,1,0,1,57,58,1.72
December 31 2018,Douglas,WA,Passenger,50,34,84,27999,28083,0.3
December 31 2022,Jefferson,WA,Truck,5,0,5,9353,9358,0.05
March 31 2021,Chesapeake,VA,Passenger,0,2,2,419,421,0.48
December 31 2022,Arapahoe,CO,Passenger,0,1,1,91,92,1.09
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
November 30 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2021,Collier,FL,Passenger,1,0,1,20,21,4.76
January 31 2019,Douglas,NE,Passenger,0,1,1,69,70,1.43
July 31 2023,Anne Arundel,MD,Truck,1,0,1,44,45,2.22
February 28 2021,Río Grande,PR,Passenger,1,0,1,0,1,100
July 31 2024,Nueces,TX,Passenger,2,1,3,50,53,5.66
November 30 2024,Salt Lake,UT,Passenger,1,0,1,89,90,1.11
April 30 2020,Ulster,NY,Passenger,1,0,1,15,16,6.25
June 30 2020,Boulder,CO,Passenger,1,1,2,49,51,3.92
July 31 2021,Henrico,VA,Passenger,0,1,1,21,22,4.55
December 31 2018,Skamania,WA,Passenger,16,13,29,8722,8751,0.33
August 31 2017,Walla Walla,WA,Truck,0,0,0,13185,13185,0
August 31 2019,Portsmouth,VA,Passenger,0,1,1,80,81,1.23
March 31 2023,Albemarle,VA,Passenger,3,0,3,20,23,13.04
August 31 2020,Mason,WA,Truck,0,0,0,20762,20762,0
October 31 2021,Ferry,WA,Truck,0,0,0,3591,3591,0
May 31 2020,Clackamas,OR,Passenger,2,0,2,214,216,0.93
April 30 2020,Larimer,CO,Passenger,1,0,1,54,55,1.82
January 31 2018,Los Angeles,CA,Passenger,4,3,7,1230,1237,0.57
October 31 2022,Pulaski,MO,Passenger,2,0,2,109,111,1.8
November 30 2021,Marin,CA,Passenger,1,1,2,46,48,4.17
April 30 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2019,Lewis,WA,Passenger,109,105,214,59484,59698,0.36
May 31 2024,Ferry,WA,Passenger,31,4,35,4289,4324,0.81
December 31 2018,El Paso,CO,Passenger,3,2,5,777,782,0.64
March 31 2022,Pulaski,MO,Passenger,2,0,2,118,120,1.67
February 29 2020,Lake,IL,Passenger,1,0,1,176,177,0.56
September 30 2020,Clackamas,OR,Passenger,2,0,2,201,203,0.99
December 31 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
February 28 2023,Yakima,WA,Passenger,441,239,680,166000,166680,0.41
September 30 2021,San Diego,CA,Passenger,20,5,25,2620,2645,0.95
March 31 2022,Ventura,CA,Passenger,2,3,5,278,283,1.77
October 31 2021,Asotin,WA,Passenger,21,17,38,12744,12782,0.3
November 30 2017,Pend Oreille,WA,Passenger,3,4,7,9429,9436,0.07
February 29 2024,Anchorage,AK,Passenger,1,0,1,95,96,1.04
May 31 2018,Whatcom,WA,Passenger,613,281,894,147132,148026,0.6
July 31 2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38
April 30 2018,Montgomery,TN,Passenger,1,0,1,276,277,0.36
August 31 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
November 30 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
June 30 2021,Island,WA,Passenger,616,315,931,62993,63924,1.46
March 31 2019,Stevens,WA,Passenger,19,27,46,31606,31652,0.15
October 31 2023,Pacific,WA,Passenger,86,100,186,15497,15683,1.19
January 31 2017,Loudoun,VA,Passenger,0,1,1,90,91,1.1
March 31 2018,Travis,TX,Passenger,1,1,2,202,204,0.98
May 31 2023,Anchorage,AK,Passenger,1,0,1,115,116,0.86
April 30 2022,Sonoma,CA,Passenger,0,1,1,86,87,1.15
December 31 2020,Flathead,MT,Passenger,2,0,2,62,64,3.12
May 31 2019,Juneau,AK,Passenger,0,2,2,37,39,5.13
December 31 2021,Manassas,VA,Passenger,0,1,1,7,8,12.5
October 31 2020,San Diego,CA,Passenger,16,2,18,2741,2759,0.65
July 31 2021,Fairfax,VA,Passenger,5,3,8,715,723,1.11
March 31 2021,Anne Arundel,MD,Passenger,2,1,3,391,394,0.76
August 31 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
November 30 2017,Orange,FL,Passenger,1,1,2,148,150,1.33
October 31 2020,Suffolk,VA,Passenger,1,0,1,130,131,0.76
June 30 2021,Orange,NC,Passenger,1,0,1,12,13,7.69
October 31 2018,Klickitat,WA,Truck,0,0,0,8145,8145,0
May 31 2021,Pacific,WA,Passenger,43,47,90,16040,16130,0.56
November 30 2023,Cumberland,NC,Passenger,1,3,4,334,338,1.18
November 30 2020,Los Angeles,CA,Passenger,8,9,17,1029,1046,1.63
August 31 2022,Kern,CA,Passenger,0,1,1,205,206,0.49
October 31 2022,Orange,CA,Passenger,7,3,10,417,427,2.34
February 28 2021,Mason,WA,Truck,0,0,0,21034,21034,0
August 31 2021,St. Clair,IL,Passenger,1,0,1,145,146,0.68
July 31 2024,Churchill,NV,Passenger,0,1,1,30,31,3.23
October 31 2024,Williamson,TN,Passenger,0,1,1,3,4,25
January 31 2023,Medina,TX,Passenger,1,0,1,8,9,11.11
August 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
January 31 2019,Pend Oreille,WA,Passenger,5,5,10,9533,9543,0.1
March 31 2020,Thurston,WA,Truck,0,0,0,55636,55636,0
May 31 2018,Wahkiakum,WA,Passenger,1,2,3,2903,2906,0.1
November 30 2021,Alexandria,VA,Passenger,4,0,4,123,127,3.15
March 31 2022,Charleston,SC,Passenger,1,1,2,75,77,2.6
May 31 2017,Canyon,ID,Passenger,0,1,1,110,111,0.9
October 31 2021,Grant,WA,Truck,0,0,0,27993,27993,0
April 30 2021,New York,NY,Passenger,2,0,2,57,59,3.39
July 31 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2023,Grant,WA,Passenger,355,160,515,67322,67837,0.76
February 28 2019,Benton,WA,Passenger,233,243,476,132949,133425,0.36
December 31 2022,Pacific,WA,Passenger,74,80,154,15684,15838,0.97
January 31 2022,Whatcom,WA,Truck,3,0,3,43563,43566,0.01
January 31 2017,Lane,OR,Passenger,0,1,1,296,297,0.34
September 30 2024,San Diego,CA,Truck,1,0,1,374,375,0.27
March 31 2021,Williams,ND,Passenger,0,1,1,9,10,10
April 30 2022,Clackamas,OR,Passenger,2,0,2,177,179,1.12
December 31 2024,Harris,TX,Passenger,1,3,4,96,100,4
November 30 2023,Lexington,SC,Passenger,1,0,1,19,20,5
October 31 2019,Yakima,WA,Truck,0,0,0,59473,59473,0
August 31 2024,St. Mary's,MD,Passenger,3,0,3,163,166,1.81
August 31 2020,San Francisco,CA,Passenger,2,2,4,99,103,3.88
December 31 2024,Pulaski,MO,Passenger,2,0,2,79,81,2.47
May 31 2021,Anchorage,AK,Passenger,1,0,1,148,149,0.67
March 31 2024,Do�a Ana,NM,Passenger,1,0,1,14,15,6.67
February 28 2018,Pierce,WA,Passenger,1116,1022,2138,526217,528355,0.4
January 31 2023,Clallam,WA,Passenger,500,264,764,49281,50045,1.53
August 31 2022,Whitman,WA,Truck,2,0,2,8551,8553,0.02
August 31 2019,Klickitat,WA,Passenger,37,34,71,15620,15691,0.45
February 28 2021,Pierce,WA,Truck,0,0,0,144860,144860,0
May 31 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
December 31 2018,Charleston,SC,Passenger,1,0,1,125,126,0.79
September 30 2019,Cook,IL,Passenger,1,0,1,257,258,0.39
January 31 2023,Hennepin,MN,Passenger,1,0,1,57,58,1.72
December 31 2020,Garfield,WA,Passenger,0,2,2,1366,1368,0.15
November 30 2017,Multnomah,OR,Passenger,3,3,6,924,930,0.65
July 31 2021,Whitman,WA,Truck,0,0,0,8587,8587,0
March 31 2020,,,Passenger,8,1,9,404,413,2.18
July 31 2023,Hays,TX,Passenger,1,0,1,12,13,7.69
February 28 2021,Washtenaw,MI,Passenger,1,1,2,34,36,5.56
September 30 2024,Maui,HI,Passenger,2,0,2,12,14,14.29
February 28 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
March 31 2019,Grant,WA,Passenger,34,53,87,64196,64283,0.14
December 31 2023,Utah,UT,Passenger,2,0,2,91,93,2.15
July 31 2023,Douglas,WA,Truck,6,0,6,13035,13041,0.05
December 31 2019,Kittitas,WA,Truck,0,0,0,14621,14621,0
April 30 2022,Charles,MD,Passenger,0,1,1,63,64,1.56
January 31 2025,Hillsborough,FL,Passenger,2,0,2,75,77,2.6
November 30 2018,Ventura,CA,Passenger,0,2,2,337,339,0.59
June 30 2024,Pulaski,MO,Passenger,2,0,2,87,89,2.25
February 29 2024,Arlington,VA,Passenger,3,0,3,120,123,2.44
March 31 2022,Currituck,NC,Passenger,1,0,1,23,24,4.17
October 31 2022,Tom Green,TX,Passenger,0,1,1,17,18,5.56
December 31 2020,New London,CT,Passenger,1,2,3,234,237,1.27
May 31 2018,Ferry,WA,Passenger,2,3,5,4415,4420,0.11
December 31 2020,Okanogan,WA,Truck,0,0,0,16595,16595,0
December 31 2017,Mason,WA,Truck,0,0,0,19589,19589,0
February 29 2024,Whatcom,WA,Passenger,3101,1093,4194,146965,151159,2.77
July 31 2021,Lee,FL,Passenger,1,0,1,38,39,2.56
January 31 2023,Bexar,TX,Passenger,4,3,7,463,470,1.49
December 31 2021,Suffolk,VA,Passenger,1,0,1,132,133,0.75
May 31 2023,Beaufort,SC,Passenger,1,0,1,32,33,3.03
May 31 2024,Montgomery,OH,Passenger,0,1,1,43,44,2.27
October 31 2022,Adams,CO,Passenger,1,0,1,42,43,2.33
January 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50
October 31 2022,Island,WA,Passenger,894,386,1280,61186,62466,2.05
February 28 2017,Stevens,WA,Passenger,6,21,27,31308,31335,0.09
September 30 2024,Fairfax,VA,Passenger,17,8,25,521,546,4.58
September 30 2018,,,Passenger,2,2,4,415,419,0.95
July 31 2023,Wake,NC,Passenger,5,0,5,103,108,4.63
December 31 2024,Whatcom,WA,Truck,150,0,150,41503,41653,0.36
November 30 2019,Grays Harbor,WA,Truck,0,0,0,20742,20742,0
March 31 2021,Island,WA,Passenger,555,297,852,62780,63632,1.34
September 30 2020,Klickitat,WA,Passenger,58,42,100,15015,15115,0.66
November 30 2024,Kern,CA,Passenger,1,1,2,136,138,1.45
January 31 2024,Washington,OR,Passenger,1,0,1,235,236,0.42
March 31 2021,St. Louis,MO,Passenger,1,0,1,99,100,1
November 30 2021,Broward,FL,Passenger,2,0,2,110,112,1.79
November 30 2024,Camden,GA,Passenger,1,0,1,79,80,1.25
August 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
April 30 2019,Pierce,WA,Truck,0,0,0,139276,139276,0
January 31 2020,Chelan,WA,Passenger,213,78,291,54602,54893,0.53
April 30 2017,Okanogan,WA,Passenger,3,16,19,25591,25610,0.07
June 30 2019,Ferry,WA,Passenger,5,2,7,4391,4398,0.16
June 30 2021,Orange,FL,Passenger,2,0,2,123,125,1.6
November 30 2023,Ulster,NY,Passenger,1,0,1,9,10,10
May 31 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
July 31 2018,Thurston,WA,Passenger,575,492,1067,193618,194685,0.55
July 31 2020,King,WA,Passenger,24886,7719,32605,1369958,1402563,2.32
September 30 2018,Norfolk,VA,Passenger,2,2,4,327,331,1.21
March 31 2024,El Paso,CO,Passenger,6,5,11,476,487,2.26
October 31 2018,Ventura,CA,Passenger,0,2,2,331,333,0.6
September 30 2019,Allegheny,PA,Passenger,2,0,2,89,91,2.2
February 28 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
January 31 2019,Collier,FL,Passenger,1,0,1,21,22,4.55
January 31 2017,Howard,MD,Passenger,0,2,2,91,93,2.15
January 31 2020,Suffolk,VA,Passenger,1,0,1,129,130,0.77
September 30 2023,Prince William,VA,Passenger,1,4,5,165,170,2.94
January 31 2022,Kings,CA,Passenger,2,1,3,326,329,0.91
June 30 2022,Cascade,MT,Passenger,0,1,1,39,40,2.5
December 31 2022,Douglas,NE,Passenger,3,2,5,40,45,11.11
August 31 2020,Suffolk,MA,Passenger,0,2,2,41,43,4.65
April 30 2023,Muscogee,GA,Passenger,1,2,3,119,122,2.46
December 31 2017,Volusia,FL,Passenger,0,1,1,39,40,2.5
October 31 2021,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
August 31 2022,Clark,WA,Truck,17,0,17,82266,82283,0.02
October 31 2023,Grant,WA,Truck,13,0,13,28061,28074,0.05
September 30 2018,Kitsap,WA,Passenger,841,489,1330,179405,180735,0.74
March 31 2023,Skamania,WA,Passenger,96,52,148,8104,8252,1.79
February 28 2019,Contra Costa,CA,Passenger,1,1,2,382,384,0.52
June 30 2020,District of Columbia,DC,Passenger,1,0,1,197,198,0.51
November 30 2022,Hillsborough,FL,Passenger,1,0,1,144,145,0.69
April 30 2024,Wake,NC,Passenger,6,0,6,84,90,6.67
October 31 2023,Allegheny,PA,Passenger,2,0,2,63,65,3.08
September 30 2022,Cass,MN,Passenger,0,1,1,3,4,25
April 30 2024,Walla Walla,WA,Passenger,284,148,432,35363,35795,1.21
May 31 2021,Hamilton,IN,Passenger,2,0,2,40,42,4.76
October 31 2024,Kittitas,WA,Truck,40,0,40,14514,14554,0.27
October 31 2023,Asotin,WA,Truck,0,0,0,6623,6623,0
February 28 2018,Wahkiakum,WA,Truck,0,0,0,1672,1672,0
August 31 2022,Oldham,KY,Passenger,0,1,1,5,6,16.67
June 30 2021,Maricopa,AZ,Passenger,9,6,15,1401,1416,1.06
February 28 2022,Fairbanks North Star,AK,Passenger,0,1,1,83,84,1.19
March 31 2022,Anchorage,AK,Passenger,2,0,2,142,144,1.39
December 31 2023,Cameron,TX,Passenger,1,0,1,14,15,6.67
March 31 2023,Hamilton,OH,Passenger,1,0,1,37,38,2.63
June 30 2024,El Paso,CO,Passenger,7,5,12,452,464,2.59
November 30 2017,Queens,NY,Passenger,1,0,1,63,64,1.56
July 31 2021,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
September 30 2022,Kings,CA,Passenger,2,1,3,301,304,0.99
March 31 2023,Goochland,VA,Passenger,2,2,4,110,114,3.51
December 31 2022,Broward,FL,Passenger,1,0,1,77,78,1.28
November 30 2023,Cowlitz,WA,Passenger,572,244,816,69635,70451,1.16
January 31 2025,Bell,TX,Passenger,1,0,1,163,164,0.61
October 31 2023,Cowlitz,WA,Truck,10,0,10,27952,27962,0.04
September 30 2017,Howard,MD,Passenger,0,2,2,89,91,2.2
March 31 2018,Hamilton,IN,Passenger,1,0,1,49,50,2
April 30 2019,Garfield,WA,Truck,0,0,0,957,957,0
January 31 2018,Pierce,WA,Passenger,1095,990,2085,527234,529319,0.39
January 31 2019,Asotin,WA,Passenger,12,9,21,12722,12743,0.16
August 31 2020,Lincoln,WA,Passenger,5,11,16,7619,7635,0.21
October 31 2019,Fairfax,VA,Passenger,5,1,6,764,770,0.78
March 31 2024,Klickitat,WA,Passenger,199,82,281,15124,15405,1.82
December 31 2018,Fresno,CA,Passenger,1,0,1,200,201,0.5
November 30 2024,Burlington,NJ,Passenger,0,1,1,61,62,1.61
August 31 2020,Hamilton,IN,Passenger,1,0,1,44,45,2.22
December 31 2022,Jackson,OK,Passenger,0,1,1,40,41,2.44
September 30 2020,Botetourt,VA,Passenger,1,0,1,0,1,100
April 30 2018,Grays Harbor,WA,Passenger,47,51,98,46276,46374,0.21
March 31 2019,Anne Arundel,MD,Passenger,0,1,1,446,447,0.22
July 31 2019,Whatcom,WA,Truck,2,0,2,42910,42912,0
May 31 2020,Washoe,NV,Passenger,1,0,1,115,116,0.86
June 30 2024,Albemarle,VA,Passenger,2,0,2,18,20,10
September 30 2023,Jefferson,WA,Truck,11,0,11,9278,9289,0.12
April 30 2019,District of Columbia,DC,Passenger,1,0,1,198,199,0.5
January 31 2023,Washington,OR,Passenger,1,0,1,315,316,0.32
September 30 2023,Providence,RI,Passenger,1,0,1,21,22,4.55
April 30 2024,Richmond,GA,Passenger,0,1,1,51,52,1.92
December 31 2018,Contra Costa,CA,Passenger,0,1,1,396,397,0.25
October 31 2023,Meade,KY,Passenger,1,0,1,17,18,5.56
November 30 2018,Shelby,TN,Passenger,0,1,1,109,110,0.91
October 31 2023,Monterey,CA,Truck,1,0,1,30,31,3.23
December 31 2024,Pulaski,AR,Truck,1,0,1,4,5,20
August 31 2020,Pierce,WA,Truck,0,0,0,143276,143276,0
September 30 2023,Montgomery,AL,Passenger,2,1,3,32,35,8.57
June 30 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
April 30 2023,Cass,MN,Passenger,0,1,1,2,3,33.33
May 31 2024,Lewis,WA,Truck,15,0,15,25674,25689,0.06
July 31 2023,Yakima,WA,Truck,13,0,13,60996,61009,0.02
September 30 2018,Klickitat,WA,Passenger,24,31,55,15355,15410,0.36
October 31 2017,Pima,AZ,Passenger,1,1,2,443,445,0.45
April 30 2023,Arlington,VA,Passenger,3,0,3,129,132,2.27
October 31 2024,San Bernardino,CA,Passenger,4,1,5,252,257,1.95
June 30 2022,Cumberland,NC,Passenger,1,4,5,387,392,1.28
November 30 2024,Monterey,CA,Truck,1,0,1,24,25,4
August 31 2023,Clallam,WA,Passenger,600,296,896,48945,49841,1.8
July 31 2017,Canyon,ID,Passenger,0,1,1,105,106,0.94
November 30 2022,Chelan,WA,Truck,11,0,11,23106,23117,0.05
October 31 2018,District of Columbia,DC,Passenger,0,2,2,186,188,1.06
March 31 2021,Prince George's,MD,Passenger,2,1,3,158,161,1.86
October 31 2024,Autauga,AL,Passenger,1,1,2,10,12,16.67
April 30 2019,Lincoln,WA,Passenger,3,6,9,7752,7761,0.12
January 31 2018,Ventura,CA,Passenger,0,1,1,342,343,0.29
July 31 2021,Orange,CA,Passenger,6,3,9,459,468,1.92
May 31 2023,Washington,OR,Passenger,1,0,1,281,282,0.35
November 30 2020,Sacramento,CA,Passenger,2,1,3,272,275,1.09
June 30 2022,Marion,OR,Passenger,1,0,1,112,113,0.88
March 31 2022,Lexington,SC,Passenger,1,0,1,25,26,3.85
June 30 2019,Klickitat,WA,Truck,0,0,0,8239,8239,0
October 31 2021,Fairfax,VA,Passenger,5,3,8,706,714,1.12
July 31 2020,Goochland,VA,Passenger,3,1,4,288,292,1.37
December 31 2021,Ventura,CA,Passenger,2,3,5,279,284,1.76
June 30 2024,Collin,TX,Passenger,3,0,3,42,45,6.67
May 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 28 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
July 31 2020,Río Grande,PR,Passenger,1,0,1,0,1,100
February 29 2024,Spokane,WA,Passenger,3039,1466,4505,320547,325052,1.39
September 30 2023,San Juan,WA,Passenger,654,186,840,13746,14586,5.76
November 30 2019,Wahkiakum,WA,Passenger,4,3,7,3038,3045,0.23
September 30 2023,Grant,WA,Truck,13,0,13,28080,28093,0.05
May 31 2021,Richland,SC,Passenger,0,1,1,143,144,0.69
November 30 2022,Madison,IL,Passenger,1,0,1,17,18,5.56
August 31 2017,Lane,OR,Passenger,0,1,1,228,229,0.44
March 31 2023,Harford,MD,Passenger,1,1,2,46,48,4.17
July 31 2024,Muscogee,GA,Passenger,2,2,4,90,94,4.26
January 31 2023,Douglas,NE,Passenger,3,2,5,38,43,11.63
October 31 2019,Okanogan,WA,Passenger,24,27,51,26242,26293,0.19
December 31 2018,Klickitat,WA,Passenger,28,31,59,15425,15484,0.38
April 30 2018,Wahkiakum,WA,Passenger,1,3,4,2889,2893,0.14
July 31 2024,Clallam,WA,Truck,34,0,34,21385,21419,0.16
July 31 2022,Lewis,WA,Truck,0,0,0,26317,26317,0
August 31 2021,San Juan,WA,Truck,0,0,0,5973,5973,0
February 28 2018,Polk,FL,Passenger,1,0,1,68,69,1.45
December 31 2021,Richmond,NY,Passenger,1,0,1,2,3,33.33
October 31 2017,Jefferson,WA,Passenger,116,68,184,24060,24244,0.76
May 31 2018,Grant,WA,Truck,0,0,0,25855,25855,0
October 31 2020,Prince George's,MD,Passenger,2,1,3,165,168,1.79
August 31 2017,Pacific,WA,Truck,0,0,0,7511,7511,0
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1760,1760,0
October 31 2023,Sacramento,CA,Passenger,4,1,5,177,182,2.75
October 31 2020,Douglas,CO,Passenger,0,1,1,85,86,1.16
February 28 2019,Allegheny,PA,Passenger,1,0,1,92,93,1.08
May 31 2019,Alameda,CA,Passenger,2,2,4,322,326,1.23
January 31 2020,Nueces,TX,Passenger,1,0,1,88,89,1.12
February 28 2018,Island,WA,Truck,0,0,0,20811,20811,0
April 30 2023,Mason,WA,Passenger,416,201,617,46262,46879,1.32
July 31 2022,Cowlitz,WA,Truck,2,0,2,28446,28448,0.01
July 31 2024,Pacific,WA,Truck,11,0,11,7780,7791,0.14
May 31 2019,Sangamon,IL,Passenger,1,0,1,7,8,12.5
December 31 2024,Santa Barbara,CA,Passenger,1,0,1,48,49,2.04
February 28 2023,Gwinnett,GA,Passenger,1,0,1,59,60,1.67
October 31 2023,Sonoma,CA,Passenger,2,1,3,62,65,4.62
June 30 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
August 31 2023,Allegheny,PA,Passenger,1,0,1,65,66,1.52
July 31 2023,Pierce,WA,Truck,167,0,167,136362,136529,0.12
September 30 2017,Cowlitz,WA,Truck,0,0,0,28040,28040,0
July 31 2020,Adams,WA,Truck,0,0,0,5280,5280,0
November 30 2024,Kootenai,ID,Passenger,1,2,3,74,77,3.9
September 30 2018,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
January 31 2024,El Paso,TX,Passenger,3,2,5,297,302,1.66
May 31 2017,Adams,WA,Passenger,2,3,5,12193,12198,0.04
December 31 2020,Fresno,CA,Passenger,1,0,1,195,196,0.51
October 31 2024,Cuyahoga,OH,Passenger,1,0,1,35,36,2.78
June 30 2024,Adams,WA,Truck,4,0,4,5410,5414,0.07
December 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,84,85,1.18
August 31 2024,Christian,MO,Passenger,0,1,1,8,9,11.11
October 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100
January 31 2018,Franklin,WA,Passenger,31,51,82,57001,57083,0.14
September 30 2024,Spotsylvania,VA,Passenger,1,1,2,24,26,7.69
August 31 2020,Hudson,NJ,Passenger,1,0,1,42,43,2.33
May 31 2022,Spokane,WA,Passenger,1537,823,2360,324547,326907,0.72
May 31 2022,King,WA,Truck,43,1,44,180969,181013,0.02
December 31 2024,Pierce,WA,Truck,532,0,532,130216,130748,0.41
August 31 2022,Benton,WA,Passenger,813,471,1284,135102,136386,0.94
August 31 2024,Chelan,WA,Passenger,915,263,1178,54029,55207,2.13
November 30 2020,San Mateo,CA,Passenger,2,1,3,127,130,2.31
March 31 2023,Tom Green,TX,Passenger,0,1,1,16,17,5.88
September 30 2023,Douglas,CO,Passenger,0,3,3,59,62,4.84
December 31 2024,Sarasota,FL,Passenger,1,0,1,15,16,6.25
August 31 2019,Dakota,MN,Passenger,0,1,1,40,41,2.44
April 30 2021,Spokane,WA,Truck,0,0,0,101837,101837,0
February 28 2018,San Juan,WA,Truck,0,0,0,5640,5640,0
January 31 2022,Kern,CA,Passenger,0,1,1,203,204,0.49
March 31 2019,Ramsey,MN,Passenger,1,0,1,47,48,2.08
April 30 2023,Tarrant,TX,Passenger,2,0,2,103,105,1.9
July 31 2024,Davidson,TN,Passenger,1,0,1,37,38,2.63
September 30 2020,DuPage,IL,Passenger,4,1,5,61,66,7.58
January 31 2017,Clark,WA,Truck,0,0,0,77501,77501,0
May 31 2022,Kitsap,WA,Passenger,2351,1025,3376,178005,181381,1.86
May 31 2024,Jefferson,WA,Truck,22,0,22,9163,9185,0.24
November 30 2020,Pacific,WA,Passenger,36,34,70,15714,15784,0.44
January 31 2019,Walla Walla,WA,Passenger,42,53,95,36119,36214,0.26
June 30 2021,Montgomery,OH,Passenger,0,1,1,58,59,1.69
March 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
August 31 2024,Essex,NJ,Passenger,1,1,2,7,9,22.22
October 31 2017,Cumberland,NC,Passenger,1,0,1,570,571,0.18
November 30 2018,Clackamas,OR,Passenger,1,1,2,230,232,0.86
October 31 2019,Flathead,MT,Passenger,1,0,1,74,75,1.33
October 31 2023,Richmond,VA,Passenger,1,0,1,9,10,10
May 31 2023,King,WA,Truck,685,2,687,175600,176287,0.39
September 30 2023,Island,WA,Truck,33,0,33,20862,20895,0.16
May 31 2020,Columbia,WA,Passenger,4,3,7,2406,2413,0.29
August 31 2020,Maui,HI,Passenger,2,0,2,32,34,5.88
March 31 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
December 31 2021,Klickitat,WA,Passenger,89,54,143,15318,15461,0.92
December 31 2018,Clay,FL,Passenger,0,1,1,89,90,1.11
January 31 2024,Kitsap,WA,Truck,114,0,114,51675,51789,0.22
April 30 2020,Greene,MO,Passenger,0,1,1,36,37,2.7
April 30 2023,Shasta,CA,Passenger,1,0,1,29,30,3.33
August 31 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
October 31 2024,Marion,IN,Passenger,1,0,1,22,23,4.35
December 31 2020,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
May 31 2024,Portsmouth,VA,Passenger,0,2,2,60,62,3.23
November 30 2024,Richmond,GA,Passenger,0,1,1,40,41,2.44
July 31 2017,Clark,WA,Passenger,795,516,1311,299880,301191,0.44
January 31 2025,Walla Walla,WA,Truck,26,0,26,13270,13296,0.2
November 30 2018,Anne Arundel,MD,Passenger,0,1,1,447,448,0.22
July 31 2017,Montgomery,MD,Passenger,1,0,1,313,314,0.32
October 31 2022,Santa Clara,CA,Passenger,17,5,22,265,287,7.67
December 31 2024,San Mateo,CA,Passenger,3,0,3,44,47,6.38
April 30 2019,Thurston,WA,Passenger,820,609,1429,196614,198043,0.72
April 30 2023,Dallas,TX,Passenger,3,0,3,106,109,2.75
August 31 2021,Leavenworth,KS,Passenger,0,1,1,106,107,0.93
July 31 2020,Harford,MD,Passenger,0,1,1,61,62,1.61
December 31 2024,Bell,TX,Passenger,1,0,1,168,169,0.59
April 30 2024,Sussex,NJ,Passenger,1,0,1,2,3,33.33
May 31 2021,Miami-Dade,FL,Passenger,1,0,1,111,112,0.89
October 31 2024,Berkeley,SC,Passenger,1,1,2,75,77,2.6
July 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
November 30 2019,Franklin,WA,Passenger,52,74,126,60755,60881,0.21
February 28 2022,Lincoln,WA,Truck,0,0,0,4835,4835,0
April 30 2019,Cowlitz,WA,Truck,0,0,0,28844,28844,0
April 30 2019,Ventura,CA,Passenger,0,2,2,327,329,0.61
April 30 2019,San Diego,CA,Passenger,11,3,14,2653,2667,0.52
August 31 2019,Spartanburg,SC,Passenger,0,1,1,44,45,2.22
March 31 2021,Philadelphia,PA,Passenger,1,0,1,65,66,1.52
